Timestamp	Type	Description	Object Name	Game Object Name	Object ID	Game Object ID	Scope
 2:08:02.880	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:02.880	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:04.693	Notification	End Reached	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:04.693	Notification	Event Finished		Gunshot_2.AkAudioComponent0		2567403443200	Game Object
 2:08:05.354	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:05.354	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:05.354	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:07.168	Notification	End Reached	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:07.168	Notification	Event Finished		Gunshot_2.AkAudioComponent0		2567403443200	Game Object
 2:08:09.770	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:09.770	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:09.770	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:09.941	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:09.941	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:09.941	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.048	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.048	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.048	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.197	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.197	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.197	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.325	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.325	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.325	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.453	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.453	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.453	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.602	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.602	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.602	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.752	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.752	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.752	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.880	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
 2:08:10.880	Action Triggered	Play	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:10.880	Notification	Playing	Weapon Gun Shot Gun 12 Gauage Single Shot Interior Shooting Range 03	Gunshot_2.AkAudioComponent0	866069584	2567403443200	Game Object
 2:08:11.029	Event	Event Triggered	Gunshot	Gunshot_2.AkAudioComponent0	1287408361	2567403443200	Game Object
